X,Y,Name,Location,Episode,TikTok,YouTube
-77.4429935050223,37.5314262301564,"Richmond, VA","37.53142623015642, -77.44299350502232",S1E071,https://www.tiktok.com/@the_josemonkey/video/7191664806477286698,
-80.1163701790786,26.3319719015815,"Boca Raton, FL","26.331971901581515, -80.11637017907864",S1E072,https://www.tiktok.com/@the_josemonkey/video/7191854806317976878,
-72.0818101473351,41.5353785217003,"Norwich, CT","41.53537852170029, -72.08181014733512",S1E073,https://www.tiktok.com/@the_josemonkey/video/7192035423814896942,
-85.8295068095042,31.3033299033808,"Enterprise, AL","31.303329903380792, -85.82950680950418",S1E074,https://www.tiktok.com/@the_josemonkey/video/7192391135661280558,
-97.3214116214619,32.6544365870282,"Fort Worth, TX","32.65443658702818, -97.3214116214619",S1E075,https://www.tiktok.com/@the_josemonkey/video/7192766467119648042,
-97.3236032754455,32.5632459704059,"Burleson, TX","32.56324597040594, -97.32360327544546",S1E075,https://www.tiktok.com/@the_josemonkey/video/7192766467119648042,
-82.2597875472688,32.1465505411877,"Lyons, GA","32.14655054118765, -82.25978754726876",S1E076,https://www.tiktok.com/@the_josemonkey/video/7193089807415790890,
-85.6279207220536,38.3293569053736,"Prospect, KY","38.3293569053736, -85.62792072205356",S1E077,https://www.tiktok.com/@the_josemonkey/video/7193330988003527982,
-96.5360238732498,32.6505073135149,"Seagoville, TX","32.650507313514936, -96.53602387324985",S1E078,https://www.tiktok.com/@the_josemonkey/video/7193886321314909486,
44.074067923699,9.52531119222511,"Hargeisa, Somalia","9.52531119222511, 44.074067923699",S1E079,https://www.tiktok.com/@the_josemonkey/video/7194068944511192362,
-106.850947871432,28.4067045484463,"Cuauhtémoc, Chihuahua, Mexico","28.40670454844632, -106.85094787143164",S1E080,https://www.tiktok.com/@the_josemonkey/video/7194198789945593130,
9.97300085620996,57.038467930577,"Aalborg, Denmark","57.03846793057698, 9.973000856209964",S1E081,https://www.tiktok.com/@the_josemonkey/video/7194584021400112426,
4.87264203006348,51.2706837669403,"Lille, Belgium","51.27068376694032, 4.872642030063479",S1E082,https://www.tiktok.com/@the_josemonkey/video/7194995847824690478,
-97.1464701461195,49.8965122287029,"Winnipeg, MB, Canada","49.89651222870291, -97.14647014611953",S1E083,https://www.tiktok.com/@the_josemonkey/video/7195319038883401002,
25.6334496868085,43.0806156118106,"Veliko Tarnovo, Bulgaria","43.08061561181062, 25.633449686808518",S1E084,https://www.tiktok.com/@the_josemonkey/video/7195380385289686314,
-7.17093484719797,52.2449400884288,"Butlertown, Ireland","52.24494008842876, -7.170934847197975",S1E085,https://www.tiktok.com/@the_josemonkey/video/7195737715072093482,
-69.3854767286377,-52.5372130653256,"Primavera, Chile","-52.537213065325616, -69.3854767286377",S1E086,https://www.tiktok.com/@the_josemonkey/video/7196084076934155562,
-101.852826455693,35.2048620238468,"Amarillo, TX","35.20486202384681, -101.85282645569313",S1E087,https://www.tiktok.com/@the_josemonkey/video/7197173714449009966,
-102.3219,41.04729,"Chappell, NE","41.04729,-102.32190",S1E088,https://www.tiktok.com/@the_josemonkey/video/7197560385065569582,
-80.2642215353124,40.1514598380692,"Washington, PA","40.151459838069194, -80.26422153531239",S1E089,https://www.tiktok.com/@the_josemonkey/video/7197591540993297710,
-81.3370514792629,28.4516991131626,"Orlando, FL","28.45169911316262, -81.33705147926285",S1E090,https://www.tiktok.com/@the_josemonkey/video/7197789929764654378,
-81.5838681118723,41.4641496110881,"Cleveland, OH","41.46414961108806, -81.58386811187228",S1E091,https://www.tiktok.com/@the_josemonkey/video/7198284526995524910,
-80.2005086776154,26.2463022654251,"Margate, FL","26.246302265425143, -80.20050867761536",S1E092,https://www.tiktok.com/@the_josemonkey/video/7198659253182237995,
-97.3469756450164,30.9662237359341,"Holland, TX","30.96622373593409, -97.34697564501644",S1E093,https://www.tiktok.com/@the_josemonkey/video/7198966129635675438,
-75.0383429273917,40.0876932813273,"Philadelphia, PA","40.087693281327255, -75.03834292739174",S1E094,https://www.tiktok.com/@the_josemonkey/video/7219625297098935598,
